interest,registration,vote_2016,vote_intention,vote_2020,ideo5,employment,foreign_born,gender,census_region,hispanic,race_ethnicity,household_income,education,state,congress_district,age,vote_trump,voteintention,agegroup,race,incomelevel,educationl,workingstatus
Some of the time,Registered,"Did not vote, but was eligible","No, I will not vote but I am eligible",Donald Trump,Very Liberal,Full-time employed,The United States,Female,South,Mexican,"Black, or African American","Less than $14,999",Completed some high school,TX,TX34,32,1,Trump,30-44,Black,Lower income,High School Graduate,Working
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Part-time employed,The United States,Female,Northeast,Not Hispanic,White,"$100,000 to $124,999",Associate Degree,PA,PA01,40,0,Biden,30-44,White,Middle income,Some College,Working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,Female,South,Argentinian,White,"$95,000 to $99,999","Completed some college, but no degree",NC,,52,0,Biden,45-54,White,Middle income,Some College,Not working
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,Male,South,Not Hispanic,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",VA,VA05,40,0,Biden,30-44,White,Middle income,College Degree,Working
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,Male,Northeast,Not Hispanic,White,"$150,000 to $174,999",Masters degree,NY,,40,1,Trump,30-44,White,Upper income,Masters degree,Working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Full-time employed,The United States,Male,West,Not Hispanic,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,CA44,40,1,Trump,30-44,White,Upper income,College Degree,Working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Conservative,Retired,The United States,Female,South,Not Hispanic,White,"$250,000 and above","College Degree (such as B.A., B.S.)",VA,VA08,74,0,Biden,65+,White,Upper income,College Degree,Not working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,Male,South,Not Hispanic,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",NC,NC03,45,1,Trump,45-54,White,Middle income,College Degree,Working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Very Conservative,Full-time employed,The United States,Male,South,Not Hispanic,White,"$150,000 to $174,999",Masters degree,FL,FL24,41,0,Biden,30-44,White,Upper income,Masters degree,Working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,Another country,Female,South,Venezuelan,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",TX,TX33,34,1,Trump,30-44,White,Upper income,College Degree,Working
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Part-time employed,Another country,Female,Northeast,Not Hispanic,Asian (Chinese),"$50,000 to $54,999",Doctorate degree,MA,MA04,50,0,Biden,45-54,Others,Middle income,Doctorate degree,Working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,Male,Northeast,Not Hispanic,White,"$100,000 to $124,999",Associate Degree,NY,NY07,39,0,Biden,30-44,White,Middle income,Some College,Working
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Unemployed or temporarily on layoff,The United States,Female,South,Not Hispanic,White,"$45,000 to $49,999",High school graduate,KY,KY05,45,1,Trump,45-54,White,Middle income,High School Graduate,Not working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,Male,West,Not Hispanic,White,"$70,000 to $74,999","Completed some college, but no degree",AZ,AZ09,77,0,Biden,65+,White,Middle income,Some College,Not working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,Male,Northeast,Other Hispanic,"Black, or African American","$50,000 to $54,999",Masters degree,NY,NY16,49,0,Biden,45-54,Black,Middle income,Masters degree,Working
Some of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,Female,South,Not Hispanic,White,"$100,000 to $124,999","Completed some college, but no degree",FL,FL03,71,0,Biden,65+,White,Middle income,Some College,Not working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,Male,South,Mexican,White,"$40,000 to $44,999",High school graduate,TX,TX20,39,0,Biden,30-44,White,Middle income,High School Graduate,Not working
Some of the time,Registered,Hillary Clinton,Not sure,Donald Trump,Moderate,Student,The United States,Female,South,Mexican,White,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",TX,TX17,22,1,Trump,18-29,White,Middle income,College Degree,Not working
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,Male,Midwest,Other Hispanic,White,"$15,000 to $19,999",High school graduate,WI,WI04,36,0,Biden,30-44,White,Lower income,High School Graduate,Working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Full-time employed,The United States,Male,South,Mexican,White,"$100,000 to $124,999",Doctorate degree,FL,FL12,35,1,Trump,30-44,White,Middle income,Doctorate degree,Working
Some of the time,Registered,Was not eligible to vote,"Yes, I will vote",Joe Biden,Moderate,Student,The United States,Male,West,Not Hispanic,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",CA,CA47,20,0,Biden,18-29,White,Middle income,College Degree,Not working
Most of the time,Registered,Was not eligible to vote,"Yes, I will vote",Joe Biden,Very Liberal,Student,The United States,Female,Northeast,Not Hispanic,"Black, or African American","$100,000 to $124,999","College Degree (such as B.A., B.S.)",CT,CT03,20,0,Biden,18-29,Black,Middle income,College Degree,Not working
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Not Sure,Full-time employed,The United States,Male,South,Not Hispanic,White,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",NC,NC01,34,0,Biden,30-44,White,Middle income,College Degree,Working
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,Female,West,Mexican,Some other race,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",CA,CA16,26,0,Biden,18-29,Others,Lower income,College Degree,Working
Some of the time,Registered,Don't recall,"Yes, I will vote",I am not sure/don't know,Moderate,Full-time employed,The United States,Male,West,Not Hispanic,White,"$50,000 to $54,999",High school graduate,NV,NV01,28,0,Biden,18-29,White,Middle income,High School Graduate,Working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Retired,The United States,Female,West,Not Hispanic,White,"$150,000 to $174,999","Completed some college, but no degree",CA,CA25,62,0,Biden,55-64,White,Upper income,Some College,Not working
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,Another country,Female,Northeast,Not Hispanic,Asian (Korean),"$50,000 to $54,999",Masters degree,NJ,NJ12,39,0,Biden,30-44,Others,Middle income,Masters degree,Working
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",I am not sure/don't know,Not Sure,Full-time employed,The United States,Female,South,Mexican,White,"Less than $14,999","Completed some college, but no degree",TX,TX34,25,0,Biden,18-29,White,Lower income,Some College,Working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,Female,West,Not Hispanic,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",CA,CA48,29,0,Biden,18-29,White,Middle income,College Degree,Working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,Male,Northeast,Not Hispanic,"Black, or African American","$40,000 to $44,999",Associate Degree,CT,CT01,68,0,Biden,65+,Black,Middle income,Some College,Not working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Homemaker,The United States,Female,West,Not Hispanic,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",NV,NV03,46,0,Biden,45-54,White,Middle income,College Degree,Not working
Hardly at all,Registered,Don't recall,"No, I am not eligible to vote",I am not sure/don't know,Moderate,Self-employed,The United States,Male,South,Not Hispanic,"Black, or African American","Less than $14,999",High school graduate,MS,MS02,58,0,Biden,55-64,Black,Lower income,High School Graduate,Working
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Permanently disabled,The United States,Female,South,Not Hispanic,White,"Less than $14,999","College Degree (such as B.A., B.S.)",KY,KY01,62,0,Biden,55-64,White,Lower income,College Degree,Not working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,Male,South,Not Hispanic,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",TX,TX02,84,1,Trump,65+,White,Middle income,College Degree,Not working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,Female,West,Colombian,White,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",CA,CA26,45,1,Trump,45-54,White,Middle income,College Degree,Working
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,Female,West,Mexican,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",OR,OR05,26,0,Biden,18-29,White,Lower income,College Degree,Working
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,Male,Northeast,Not Hispanic,Asian (Asian Indian),"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NJ,NJ12,30,1,Trump,30-44,Others,Middle income,College Degree,Working
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Student,The United States,Female,West,Mexican,Some other race,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CA,CA19,29,0,Biden,18-29,Others,Middle income,College Degree,Not working
Most of the time,Registered,"Did not vote, but was eligible","No, I am not eligible to vote",I would not vote,Liberal,Full-time employed,The United States,Male,West,Not Hispanic,"Black, or African American","Less than $14,999","Completed some college, but no degree",CA,CA06,42,0,Biden,30-44,Black,Lower income,Some College,Working
Most of the time,Registered,Was not eligible to vote,"Yes, I will vote",Donald Trump,Very Conservative,Self-employed,The United States,Male,South,Not Hispanic,White,"$40,000 to $44,999","Completed some college, but no degree",SC,SC04,52,1,Trump,45-54,White,Middle income,Some College,Working
Only now and then,Registered,Hillary Clinton,Not sure,I would not vote,Moderate,Full-time employed,The United States,Female,West,Not Hispanic,Asian (Asian Indian),"$50,000 to $54,999","College Degree (such as B.A., B.S.)",HI,HI01,64,0,Biden,55-64,Others,Middle income,College Degree,Working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,Female,South,Mexican,White,"$30,000 to $34,999","Completed some college, but no degree",TX,TX27,62,1,Trump,55-64,White,Lower income,Some College,Not working
Some of the time,Registered,Hillary Clinton,"No, I will not vote but I am eligible",Donald Trump,Liberal,Full-time employed,The United States,Male,Northeast,Mexican,White,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",NY,NY02,25,1,Trump,18-29,White,Middle income,College Degree,Working
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Permanently disabled,The United States,Male,West,Not Hispanic,White,"$20,000 to $24,999",High school graduate,AZ,AZ08,64,1,Trump,55-64,White,Lower income,High School Graduate,Not working
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,Male,Midwest,Mexican,White,"$150,000 to $174,999",Doctorate degree,IN,IN02,35,1,Trump,30-44,White,Upper income,Doctorate degree,Working
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,Female,West,Mexican,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CA,CA49,31,1,Trump,30-44,White,Middle income,College Degree,Working
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Retired,Another country,Female,South,Colombian,White,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",NC,NC04,73,0,Biden,65+,White,Middle income,College Degree,Not working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Unemployed or temporarily on layoff,The United States,Male,West,Not Hispanic,White,"$250,000 and above","College Degree (such as B.A., B.S.)",CA,CA33,51,1,Trump,45-54,White,Upper income,College Degree,Not working
Most of the time,Registered,"Did not vote, but was eligible","Yes, I will vote",Joe Biden,Conservative,Homemaker,The United States,Female,South,Mexican,White,"Less than $14,999",Associate Degree,LA,LA01,34,0,Biden,30-44,White,Lower income,Some College,Not working
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,Male,West,Not Hispanic,White,"$45,000 to $49,999",Masters degree,MT,MT00,71,1,Trump,65+,White,Middle income,Masters degree,Not working
Only now and then,Registered,"Did not vote, but was eligible",Not sure,Donald Trump,Moderate,Full-time employed,The United States,Male,Midwest,Not Hispanic,White,"Less than $14,999",High school graduate,OH,OH06,40,1,Trump,30-44,White,Lower income,High School Graduate,Working
